"FormKey","EditorID","Gated","Class"
"035311:Skyrim.esm","LItemStaffIllusion50","False","both"
"01673D:Skyrim.esm","LItemArmorGauntletsHeavy","True","both"
"02BC1C:Dragonborn.esm","DLC2LItemArmorCuirassLight","True","container-only"
"0AD3D7:Skyrim.esm","PerkInvestorRiftenBlacksmithList","False","container-only"
"01CB35:Skyrim.esm","DA14RingDeathItem","False","unreached"
"09F7EB:Skyrim.esm","WE17BanditOutfitList1","False","actor-only"
"07D977:Skyrim.esm","SublistThalmorGlassArmorWithHelmet","False","actor-only"
"10E8A7:Skyrim.esm","LItemFineClothes50","False","container-only"
"0374E2:Dragonborn.esm","DLC2LItemWeaponMaceTown","True","container-only"
"107306:Skyrim.esm","SublistEnchElvenBattleaxeAbsorbStamina","True","both"
"08A99A:Skyrim.esm","SublistEnchEbonyWarhammerTurn","True","both"
"0B5095:Skyrim.esm","SublistEnchArmorBandedIronCuirass02","False","both"
"0A1985:Skyrim.esm","PrisonerPants50","False","actor-only"
"02BA91:Dragonborn.esm","DLC2SublistEnchArmorNordicShield04","False","container-only"
"065A49:Skyrim.esm","LItemPotionFortifyAlterationBest","True","container-only"
"02BC36:Dragonborn.esm","DLC2LItemEnchWeaponWarAxeSpecial","True","container-only"
"000F47:Skyrim.esm","SublistEnchArmorBoots06Dragonscale05","False","both"
"00F1AE:Dawnguard.esm","DLC1LItemAmmoSteelBoltEnhancedGated","False","container-only"
"02BAA9:Dragonborn.esm","DLC2SublistEnchArmorStalhrimHeavyHelmet05","False","container-only"
"0FD830:Skyrim.esm","CWSoldierWoundedOutfitHeadBandagesList","False","actor-only"
"08A11D:Skyrim.esm","SublistEnchEbonyMaceTurn","True","both"
"03DF21:Skyrim.esm","LItemBanditBossWarhammer","True","actor-only"
"0A298F:Skyrim.esm","LItemSpellTomes50AllIllusion","False","container-only"
"070C18:Skyrim.esm","LootDwarvenJewelry100","False","container-only"
"106D0E:Skyrim.esm","LItemVampireRobes","True","unreached"
"02BA8E:Dragonborn.esm","DLC2SublistEnchArmorNordicHeavyHelmet04","False","container-only"
"043BD0:Skyrim.esm","LItemForswornSword","True","unreached"
"0899DE:Skyrim.esm","SublistEnchGlassGreatswordBanish","True","both"
"01D27F:Skyrim.esm","SublistEnchDwarvenWarhammerMagicka","True","both"
"10FAD0:Skyrim.esm","LootWarlockIngredients25","False","actor-only"
"02BAA3:Dragonborn.esm","DLC2SublistEnchArmorStalhrimHeavyGauntlets05","False","container-only"
"020683:Dragonborn.esm","DLC2SpellBookFrenzyRune","False","container-only"
"074A2B:Skyrim.esm","LItemPoisonDamageMagickaAllBest","False","unreached"
"0AF19A:Skyrim.esm","PerkInvestorWindhelmApothecaryList","False","container-only"
"07591F:Skyrim.esm","VendorBlacksmithEnchWeaponsLevel20","False","container-only"
"0A2739:Skyrim.esm","LItemSpellTomes75Restoration","False","unreached"
"02BA65:Dragonborn.esm","DLC2SublistEnchArmorChitinHeavyBoots03","False","container-only"
"08B64C:Skyrim.esm","SublistEnchArmorDwarvenCuirass04","False","both"
"1031B2:Skyrim.esm","LItemWeaponWarhammerSpecial","True","container-only"
"07A832:Skyrim.esm","SublistEnchArmorHideGauntlets01","False","both"
"0A273F:Skyrim.esm","LItemSpellTomes75MixedSkills","False","unreached"
"0753CC:Skyrim.esm","LootStaffsNecromancy100","True","unreached"
"0B5560:Skyrim.esm","LItemEnchArmorLightAll","False","both"
"0FDA01:Skyrim.esm","SublistEnchArmorDragonscaleHelmet05","False","both"
"087133:Skyrim.esm","LItemIngredientsUncommon","False","both"
"08601A:Skyrim.esm","DeathItemWarlock","False","unreached"
"02BC22:Dragonborn.esm","DLC2LItemArmorShieldLight","True","container-only"
"00D0E5:Dawnguard.esm","DLC1SublistEnchCrossbowTurn","True","actor-only"
"02B9DD:Dragonborn.esm","DLC2SublistEnchStalhrimWarhammerAbsorbStamina","True","container-only"
"10E8AA:Skyrim.esm","LItemFurnitureMiscItems75","False","container-only"
"0ABF3F:Skyrim.esm","ArmorImperialHeavySetHelmetFullFace","False","actor-only"
"065A99:Skyrim.esm","LItemPoisonDrainMeleeSkillsBest","False","both"
"000EDC:Skyrim.esm","LItemEnchWeaponGreatswordBlacksmith","True","container-only"
"02B9A6:Dragonborn.esm","DLC2SublistEnchStalhrimDaggerAbsorbHealth","True","container-only"
"03521E:Skyrim.esm","LItemStaffDestruction25","False","both"
"092A0A:Skyrim.esm","SublistEnchArmorSteelPlateBoots03","False","both"
"0AC972:Skyrim.esm","PerkInvestorSolitudeBlacksmithList","False","container-only"
"037C11:Skyrim.esm","BaseArrowGlass75","False","both"
"01FF14:Dragonborn.esm","DLC2LItemEnchWeaponSwordBest","True","both"
"08B612:Skyrim.esm","SublistEnchDaedricMaceSoulTrap","True","both"
"1072D8:Skyrim.esm","SublistEnchDaedricWarhammerAbsorbMagicka","True","both"
"0C9A37:Skyrim.esm","LItemEnchDwarvenWarAxe","False","both"
"0DDD9F:Skyrim.esm","LItemEnchGlassWarAxeBoss","False","actor-only"
"08992E:Skyrim.esm","LItemEnchWeaponBattleAxe","True","container-only"
"01ED1B:Skyrim.esm","LootDraugrEnchWeapons100","False","container-only"
"089A04:Skyrim.esm","SublistEnchGlassWarAxeStamina","True","both"
"02B99C:Dragonborn.esm","DLC2SublistEnchStalhrimDaggerBanish","True","container-only"
"0A272E:Skyrim.esm","LItemSpellTomes25Restoration","False","both"
"01D28A:Skyrim.esm","SublistEnchElvenBattleaxeStamina","True","both"
"089DE4:Skyrim.esm","SublistEnchEbonyDaggerStamina","True","both"
"1072C9:Skyrim.esm","SublistEnchDaedricDaggerAbsorbMagicka","True","both"
"0559F9:Skyrim.esm","LItemDraugr05Weapon1HShield","False","actor-only"
"08B617:Skyrim.esm","SublistEnchDaedricSwordFire","True","both"
"1072ED:Skyrim.esm","SublistEnchDwarvenWarhammerAbsorbMagicka","True","both"
"03CB92:Dragonborn.esm","DLC2MerilarRendasDeathItem","False","unreached"
"02BA93:Dragonborn.esm","DLC2SublistEnchArmorStalhrimLightBoots03","False","container-only"
"0899DB:Skyrim.esm","SublistEnchGlassDaggerSoulTrap","True","both"
"0ABD99:Skyrim.esm","PerkInvestorStoreUpgrade","False","container-only"
"035312:Skyrim.esm","LItemStaffIllusion75","False","both"
"074A2D:Skyrim.esm","LItemPoisonDamageHealthLingeringBest","True","unreached"
"01DBC7:Dragonborn.esm","DLC2dunKolbjornLItemMinerClothes02","False","actor-only"
"02DF97:Skyrim.esm","LItemVampireSword","True","unreached"
"02C454:Dragonborn.esm","DLC2LootDwarvenEnchWeapon100","False","container-only"
"10559A:Skyrim.esm","OutfitListHoldGuardHelmetsWhiterun","False","actor-only"
"02B9B6:Dragonborn.esm","DLC2SublistEnchStalhrimMaceAbsorbHealth","True","container-only"
"03AD83:Skyrim.esm","DeathItemDwarvenSpider","False","unreached"
"01D285:Skyrim.esm","SublistEnchElvenBattleaxeFire","True","both"
"10106A:Skyrim.esm","LItemEnchNecklaceResistFire","True","both"
"107302:Skyrim.esm","SublistEnchEbonyWarhammerAbsorbMagicka","True","both"
"08CA42:Skyrim.esm","LItemOrcStrongholdWaraxe","True","actor-only"
"10F9B7:Skyrim.esm","LItemEnchRobes","False","unreached"
"03509D:Skyrim.esm","LootWarlockSoulGems100","False","both"
"1046D4:Skyrim.esm","LootCitizenDrinkList75","False","actor-only"
"107337:Skyrim.esm","SublistEnchOrcishMaceAbsorbHealth","True","both"
"0C3497:Skyrim.esm","CWPlayerUniformImperialLight","False","unreached"
"000F1D:Skyrim.esm","SublistEnchWeaponBowDaedric05","False","container-only"
"000F43:Skyrim.esm","SublistEnchArmorShield05Daedric05","False","both"
"088511:Skyrim.esm","LootBanditSoulGems20","False","unreached"
"08777F:Skyrim.esm","LootBanditArrows15","False","actor-only"
"000F3E:Skyrim.esm","SublistEnchArmorHelmet06Daedric05","False","both"
"02BC26:Dragonborn.esm","DLC2LItemEnchArmorHeavyCuirassSpecial","True","container-only"
"08A99B:Skyrim.esm","SublistEnchDaedricBattleAxeBanish","True","both"
"100E81:Skyrim.esm","LItemEnchRingStamina","True","both"
"0CD9F4:Skyrim.esm","LItemArmorHelmetLightReward","True","unreached"
"0B420D:Skyrim.esm","LootBanditChestPotions100","False","both"
"071606:Skyrim.esm","LootCWSonsScrolls100","True","unreached"
"017153:Skyrim.esm","LItemSoldierSonsGauntletsBest","False","unreached"
"0B5106:Skyrim.esm","SublistEnchArmorSteelShield03","True","both"
"08FFEE:Skyrim.esm","LItemEnchOrcishBattleaxeTurn","True","unreached"
"08B627:Skyrim.esm","SublistEnchDaedricSwordParalyze","True","both"
"0A6A1B:Skyrim.esm","SublistEnchSteelDaggerMagicka","True","both"
"026B49:Dragonborn.esm","DLC2BonemoldGauntlets50","False","actor-only"
"0F77F5:Skyrim.esm","LItemArmorLightAll","False","unreached"
"0F8319:Skyrim.esm","TG07Chillrend","True","unreached"
"0B4205:Skyrim.esm","LootDraugrJewelry100","False","container-only"
"0154E3:Skyrim.esm","dunMarkarthWizardMeleeSecurityGauntlets","True","actor-only"
"000F20:Skyrim.esm","SublistEnchWeaponDaggerDaedricBest05","False","unreached"
"0DDD74:Skyrim.esm","LItemEnchElvenBattleaxeBoss","False","actor-only"
"0899ED:Skyrim.esm","SublistEnchGlassMaceParalyze","True","both"
"10DF6D:Skyrim.esm","LItemEnchNecklaceTwoHanded","True","both"
"000F46:Skyrim.esm","SublistEnchArmorBoots05Dragonscale05","False","both"
"02B0AE:Dragonborn.esm","DLC2SublistEnchNordicBowBanish","True","container-only"
"02BC01:Dragonborn.esm","DLC2LItemEnchArmorLightAll","False","container-only"
"107340:Skyrim.esm","SublistEnchOrcishWarhammerAbsorbHealth","True","both"
"0EDDD3:Skyrim.esm","LItemDragonPriestStaff50","False","actor-only"
"000F52:Skyrim.esm","SublistEnchArmorShield05Dragonscale05","False","both"
"089917:Skyrim.esm","SublistEnchIronDaggerSoulTrap","True","both"
"1036EF:Skyrim.esm","LootSabrecatBodyParts","False","unreached"
"000F34:Skyrim.esm","SublistEnchArmorGauntlets05Daedric05","False","both"
"02B9A2:Dragonborn.esm","DLC2SublistEnchStalhrimDaggerShock","True","container-only"
"037C14:Skyrim.esm","BaseArrowDaedric75","False","both"
"070C19:Skyrim.esm","LootDwarvenJewelry25","False","container-only"
"039D2E:Skyrim.esm","LItemBanditWeaponBow","True","actor-only"
"03A1BA:Skyrim.esm","LItemPotionResistFrost","True","both"
"1072DB:Skyrim.esm","SublistEnchDwarvenBattleaxeAbsorbMagicka","True","both"
"092A0F:Skyrim.esm","SublistEnchArmorSteelPlateGauntlets02","False","both"
"01D27E:Skyrim.esm","SublistEnchDwarvenWarhammerFrost","True","both"
"10F9D4:Skyrim.esm","LootDwarvenScrap10","False","actor-only"
"08CAE7:Skyrim.esm","SublistEnchElvenBowBanish","True","both"
"07D983:Skyrim.esm","SublistThalmorBowAndArrowsElven","False","actor-only"
"065A4B:Skyrim.esm","LItemPotionFortifyConjurationBest","True","container-only"
"0A298D:Skyrim.esm","LItemSpellTomes50AllConjuration","False","container-only"
"065A5C:Skyrim.esm","LItemPotionFortifyCombatSkillsBest","False","container-only"
"02BA94:Dragonborn.esm","DLC2SublistEnchArmorStalhrimLightBoots04","False","container-only"
"0FD9A5:Skyrim.esm","SublistEnchArmorEbonyBoots03","False","both"
"0B50FE:Skyrim.esm","SublistEnchArmorSteelGauntlets01","False","both"
"000F11:Skyrim.esm","SublistWeaponGreatswordDaedric05","False","both"
"03C40D:Dragonborn.esm","DLC2MQ06MiraakFightMask","True","actor-only"
"0F84AD:Skyrim.esm","TGPotionofLarceny","True","container-only"
"01C49B:Skyrim.esm","SublistEnchOrcishMaceSoulTrap","True","both"
"07591C:Skyrim.esm","VendorBlacksmithEnchWeapons100","False","container-only"
"107344:Skyrim.esm","LItemEnchCircletAlteration","True","both"
"03D12A:Dragonborn.esm","DLC2MQ06MiraakRewardMaskH","True","unreached"
"0F2E10:Skyrim.esm","DeathItemDragonBonesOnly","False","unreached"
"01D261:Skyrim.esm","SublistEnchDwarvenGreatswordSoulTrap","True","both"
"039ED5:Skyrim.esm","LItemPotionFortifyLightArmor","True","both"
"000F30:Skyrim.esm","SublistEnchArmorCuirass04Daedric05","False","both"
"0C2965:Skyrim.esm","LootDraugrChestPotions15","False","container-only"
"08FFF5:Skyrim.esm","LootDraugrLockpick10","False","container-only"
"0DDD9D:Skyrim.esm","LItemEnchEbonyWarAxeBoss","False","unreached"
"08B619:Skyrim.esm","SublistEnchDaedricSwordMagicka","True","both"
"0AE72C:Skyrim.esm","SublistEnchHuntingBowFear","True","both"
"10DF62:Skyrim.esm","LItemEnchNecklaceHeavyArmor","True","both"
"0FD9BB:Skyrim.esm","SublistEnchArmorDaedricBoots05","False","both"
"0CAF56:Skyrim.esm","LItemEnchElvenWeaponParalyze","False","unreached"
"0181A5:Dawnguard.esm","DLC1_WESC_DawnguardCacheItem","False","container-only"
"0FD9A2:Skyrim.esm","SublistEnchArmorEbonyHelmet03","False","both"
"10731A:Skyrim.esm","SublistEnchGlassBattleaxeAbsorbMagicka","True","both"
"100E79:Skyrim.esm","LItemEnchRingMarksman","True","both"
"10559B:Skyrim.esm","OutfitListHoldGuardHelmetsWinterhold","False","actor-only"
"09BC32:Skyrim.esm","LItemBlacksmithMineralsRaw75","True","both"
"105EF7:Skyrim.esm","LItemWarlockRobesIllusion","True","unreached"
"00D0EA:Dawnguard.esm","DLC1LItemEnchCrossbow","False","actor-only"
"02AAF6:Dragonborn.esm","DLC2SublistEnchNordicMaceTurn","True","container-only"
"08A993:Skyrim.esm","SublistEnchEbonyWarhammerShock","True","both"
"01CE73:Skyrim.esm","SublistEnchDwarvenBowStamina","True","both"
"08B31C:Skyrim.esm","SublistEnchDaedricDaggerParalyze","True","both"
"0A6E82:Skyrim.esm","OutfitListGuardImperialNoHelmet","False","actor-only"
"01D2BD:Skyrim.esm","SublistEnchElvenWarhammerFire","True","both"
"09BC3D:Skyrim.esm","LItemArmorShieldLightBlacksmith","True","both"
"03AD87:Skyrim.esm","DeathItemStormAtronach","False","unreached"
"0FF214:Skyrim.esm","TGCacheRandomAllLists10","False","container-only"
"0F627F:Skyrim.esm","LItemBlacksmithMinSword","True","container-only"
"0F628B:Skyrim.esm","LItemBlacksmithMinHelmetHeavy","True","container-only"
"000F28:Skyrim.esm","SublistEnchArmorBoots05Daedric05","False","both"
"1072E5:Skyrim.esm","SublistEnchDwarvenMaceAbsorbStamina","True","both"
"064A63:Skyrim.esm","LItemDA13ArmorGauntletsHeavy","True","actor-only"
"0D7FBC:Skyrim.esm","DeathItemSkeleton","False","unreached"
"0C3C9C:Skyrim.esm","LootPotionRestoreHS25","False","unreached"
"017157:Skyrim.esm","LItemSoldierSonsArmorSet04","False","unreached"
"0FD9AC:Skyrim.esm","SublistEnchArmorEbonyShield04","False","both"
"10F8BC:Skyrim.esm","AtrFrgDaedricRecipeListChest","False","container-only"
"0571AA:Skyrim.esm","LItemWeaponSwordBest","True","actor-only"
"074A21:Skyrim.esm","LItemPoisonDamageStaminaLingeringBest","True","unreached"
"084B59:Skyrim.esm","SublistEnchArmorElvenCuirass02","False","both"
"0D6982:Skyrim.esm","LItemPotionFortifySpeechcraftPersuasion","True","both"
"100E7C:Skyrim.esm","LItemEnchRingPickPocket","True","both"
"068525:Skyrim.esm","LItemGems","True","both"
"065A58:Skyrim.esm","LItemPotionFortifySpeechcraftBarterBest","True","both"
"0899FA:Skyrim.esm","SublistEnchGlassSwordStamina","True","both"
"068838:Skyrim.esm","LootBanditWeapon15","False","container-only"
"02B0E8:Dragonborn.esm","DLC2SublistEnchStalhrimBowFear","True","container-only"
"10FAFA:Skyrim.esm","LItemSonsSymbol10","False","both"
"0899C5:Skyrim.esm","SublistEnchGlassBattleaxeShock","True","both"
"1072F0:Skyrim.esm","SublistEnchEbonyBattleaxeAbsorbMagicka","True","both"
"0FD9D5:Skyrim.esm","SublistEnchArmorDragonplateShield04","False","both"
"01D2A4:Skyrim.esm","SublistEnchElvenMaceFear","True","both"
"0B4215:Skyrim.esm","SublistEnchArmorHideCuirass02","False","both"
"0CB3E3:Skyrim.esm","LItemEnchDaedricWeaponFrost","False","unreached"
"0C0196:Skyrim.esm","LItemBanditShield20","True","actor-only"
"0FDA0D:Skyrim.esm","SublistEnchArmorDragonscaleShield06","False","both"
"06A3CF:Skyrim.esm","LootForswornEnchWeapons25","False","unreached"
"10D965:Skyrim.esm","LItemFoodSalt75","False","container-only"
"08FFF2:Skyrim.esm","SublistEnchArmorElvenBoots03","False","both"
"01D297:Skyrim.esm","SublistEnchElvenDaggerMagicka","True","both"
"01C483:Skyrim.esm","SublistEnchOrcishMaceMagicka","True","both"
"0AE73F:Skyrim.esm","SublistEnchOrcishBowMagicka","True","both"
"0A3FB2:Skyrim.esm","LItemGutterSaintHat","False","actor-only"
"08CF73:Skyrim.esm","SublistEnchElvenMaceBanish","True","both"
"02BC32:Dragonborn.esm","DLC2LItemEnchWeaponDaggerSpecial","True","container-only"
"0899EF:Skyrim.esm","SublistEnchGlassMaceSoulTrap","True","both"
"01D29A:Skyrim.esm","SublistEnchElvenDaggerStamina","True","both"
"08FFFA:Skyrim.esm","LootVampireLockpick15","False","both"
"09406B:Skyrim.esm","SublistEnchOrcishDaggerShock","True","both"
"1034F9:Skyrim.esm","LItemWESpellswordGauntlets50","True","actor-only"
"10BF69:Skyrim.esm","LItemFoodAppleGreen75","False","container-only"
"0B5092:Skyrim.esm","LItemEnchArmorHeavyHelmet","True","both"
"0ABF43:Skyrim.esm","OutfitListSoldierImperialOfficerNoHelmet","False","actor-only"
"04B57A:Skyrim.esm","SublistEnchSteelSwordFrost","True","both"
"032C78:Dragonborn.esm","DLC2DeathItemRieklingMelee","False","unreached"
"02BA8C:Dragonborn.esm","DLC2SublistEnchArmorNordicHeavyHelmet03","False","container-only"
"01D28F:Skyrim.esm","SublistEnchElvenBowMagicka","True","both"
"01A185:Dawnguard.esm","DLC1LItemKeeperSwordWeapon","True","actor-only"
"070F96:Skyrim.esm","LootVampireJewelry100","False","container-only"
"071521:Skyrim.esm","LootCWSonsArmor25","False","container-only"
"1072C4:Skyrim.esm","DeathItemFoxIce","False","unreached"
"101D7F:Skyrim.esm","LItemHonningbrewRuralInnDrink","False","both"
"0DDDA1:Skyrim.esm","LItemEnchOrcishWarAxeBoss","False","actor-only"
"089A05:Skyrim.esm","SublistEnchGlassWarAxeTurn","True","both"
"105240:Skyrim.esm","LItemSpellVendorScrolls75","False","container-only"
"01C684:Skyrim.esm","SublistEnchOrcishSwordShock","True","both"
"107301:Skyrim.esm","SublistEnchEbonyWarhammerAbsorbHealth","True","both"
"08A9F0:Skyrim.esm","SublistEnchDaedricBowStamina","True","both"
"0ABF4F:Skyrim.esm","ArmorHideSetNoHelmet","False","actor-only"
"0559F8:Skyrim.esm","LItemDraugr02Weapon1HShield50","False","actor-only"
"0B5070:Skyrim.esm","SublistEnchArmorLeatherBoots03","False","both"
"00A946:Dawnguard.esm","DLC1DeathItemMistman","False","unreached"
"1072FB:Skyrim.esm","SublistEnchEbonySwordAbsorbHealth","True","both"
"10E4F4:Skyrim.esm","LItemSpellVendorScrolls75COPY0000","True","unreached"
"0C3DE1:Skyrim.esm","CWRankRewardImperial","True","unreached"
"01D290:Skyrim.esm","SublistEnchElvenBowShock","True","both"
"02AADB:Dragonborn.esm","DLC2SublistEnchNordicWarAxeAbsorbMagicka","True","both"
"065A80:Skyrim.esm","LItemPoisonDamageHealth","True","both"
"0638B3:Skyrim.esm","LItemSoulGemEmptySpecial","True","both"
"0899E8:Skyrim.esm","SublistEnchGlassMaceFear","True","both"
"089A47:Skyrim.esm","SublistEnchGlassWarhammerFire","True","both"
"01CE56:Skyrim.esm","SublistEnchDwarvenBattleaxeStamina","True","both"
"02AA07:Dragonborn.esm","DLC2LItemBook1All","False","container-only"
"02B0D8:Dragonborn.esm","DLC2LItemEnchNordicWarAxe","False","both"
"0E0FE2:Skyrim.esm","LItemStaffIceStorm50","False","actor-only"
"039ED4:Skyrim.esm","LItemPotionFortifyHeavyArmor","True","both"
"02BA92:Dragonborn.esm","DLC2SublistEnchArmorNordicShield05","False","container-only"
"068835:Skyrim.esm","LootBanditSoulGems10","False","both"
"01421C:Dawnguard.esm","LItemDawnguardWeaponAny","False","actor-only"
"10E0E5:Skyrim.esm","LootBanditRandomWizard","False","actor-only"
"08FFF4:Skyrim.esm","LootBanditLockpick25","False","both"
"08B647:Skyrim.esm","SublistEnchArmorDwarvenBoots02","False","both"
"0A6A27:Skyrim.esm","SublistEnchSteelWarhammerFear","True","both"
"0FD9A6:Skyrim.esm","SublistEnchArmorEbonyBoots04","False","both"
"02B0A4:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeBanish","True","container-only"
"0165E4:Skyrim.esm","LItemArmorShieldLightTown","True","container-only"
"08BACE:Skyrim.esm","SublistEnchDaedricWarAxeMagicka","True","both"
"03DF1A:Skyrim.esm","LItemBanditBossBoots","True","actor-only"
"0FD9EB:Skyrim.esm","SublistEnchArmorElvenGildedCuirass03","False","both"
"02AAE7:Dragonborn.esm","DLC2SublistEnchNordicSwordSoulTrap","True","container-only"
"0CAF52:Skyrim.esm","LItemEnchElvenWeaponFear","False","unreached"
"051951:Skyrim.esm","LItemFalmerWeapon","True","actor-only"
"06A3D0:Skyrim.esm","LootForswornEnchWeapons100","False","container-only"
"015BE2:Skyrim.esm","LItemBanditHeavyGauntlets50","True","actor-only"
"065A74:Skyrim.esm","LItemPoisonDrainConjuration","False","both"
"05ADA2:Skyrim.esm","LItemOreSilver","False","unreached"
"10DF5F:Skyrim.esm","LItemEnchNecklaceAlchemy","True","both"
"0B4214:Skyrim.esm","SublistEnchArmorHideBoots03","False","both"
"07144B:Skyrim.esm","LootHagravenChestBossBase","False","container-only"
"08A9C1:Skyrim.esm","SublistEnchDaedricBowFrost","True","both"
"0FD9FC:Skyrim.esm","SublistEnchArmorGlassShield05","False","both"
"01CE72:Skyrim.esm","SublistEnchDwarvenBowSoulTrap","True","both"
"0AC965:Skyrim.esm","PerkInvestorWhiterunGeneralList","False","container-only"
"070E56:Skyrim.esm","LootWerewolfChestPotions100","False","container-only"
"0F4C81:Skyrim.esm","LItemArmorDwarvenGauntletsHeavy","True","unreached"
"07D979:Skyrim.esm","LItemThalmorArmorWithHelmetBest","True","actor-only"
"01CFB5:Skyrim.esm","SublistEnchDwarvenDaggerFrost","True","both"
"016739:Skyrim.esm","LItemArmorCuirassAny","False","container-only"
"0FDA11:Skyrim.esm","LItemEnchArmorHeavyHelmetNoDragon","True","both"
"071028:Skyrim.esm","LootVampireWeapon100","False","container-only"
"023C10:Skyrim.esm","LItemDraugr05Weapon1H","False","actor-only"
"0B5567:Skyrim.esm","LootBanditEnchWeapons25","False","container-only"
"0C3C9D:Skyrim.esm","LootPotionRestoreHM25","False","container-only"
"0CAF53:Skyrim.esm","LItemEnchElvenWeaponFire","False","unreached"
"107314:Skyrim.esm","SublistEnchElvenWarAxeAbsorbMagicka","True","both"
"02BA86:Dragonborn.esm","DLC2SublistEnchArmorNordicHeavyGauntlets03","False","container-only"
"08FFEB:Skyrim.esm","LItemEnchOrcishBattleaxeShock","True","unreached"
"039D2F:Skyrim.esm","LItemBanditWeaponArrows","True","actor-only"
"026B53:Dragonborn.esm","DLC2BonemoldShield20","False","actor-only"
"10D9C3:Skyrim.esm","LItemFoodMeatGoat75","False","container-only"
"02B9A9:Dragonborn.esm","DLC2SublistEnchStalhrimGreatswordAbsorbHealth","True","container-only"
"0B5096:Skyrim.esm","SublistEnchArmorBandedIronCuirass03","False","both"
"0B4224:Skyrim.esm","LItemEnchArmorLightShield","True","both"
"01715C:Skyrim.esm","LItemSoldierSonsWeapon2H","False","both"
"068839:Skyrim.esm","LItemArrowsAll","True","both"
"1072D2:Skyrim.esm","SublistEnchDaedricSwordAbsorbMagicka","True","both"
"08991F:Skyrim.esm","SublistEnchIronGreatswordTurn","True","both"
"02B0B7:Dragonborn.esm","DLC2SublistEnchNordicBowTurn","True","container-only"
"02BAA1:Dragonborn.esm","DLC2SublistEnchArmorStalhrimHeavyGauntlets04","False","container-only"
"0A6A19:Skyrim.esm","SublistEnchSteelDaggerFire","True","both"
"0B5073:Skyrim.esm","SublistEnchArmorLeatherCuirass03","False","both"
"10EB30:Skyrim.esm","LItemIronOrSteelMace","False","actor-only"
"024302:Skyrim.esm","LItemDraugr02WeaponBow","False","actor-only"
"065A62:Skyrim.esm","LItemPotionAllSkillsBest","False","container-only"
"039B8C:Dragonborn.esm","DLC2DeathItemSprigganBurnt","False","unreached"
"09BC2E:Skyrim.esm","LItemBlacksmithArmor75","False","container-only"
"0B4213:Skyrim.esm","SublistEnchArmorHideBoots02","False","both"
"03CB89:Dragonborn.esm","DLC2ElmusAshfire","False","container-only"
"02B9EF:Dragonborn.esm","DLC2LItemEnchStalhrimSword","False","container-only"
"1031CF:Skyrim.esm","LItemEnchArmorAllSpecial","False","container-only"
"03509B:Skyrim.esm","LootWarlockChestBossMagicItem25","False","container-only"
"105243:Skyrim.esm","LItemNecromancerRobesAlteration","True","container-only"
"0FD9E5:Skyrim.esm","SublistEnchArmorScaledBoots02","False","both"
"039EE7:Skyrim.esm","LItemPotionFortifyPickpocket","True","both"
"06A3CE:Skyrim.esm","LootForswornEnchArmor25","False","unreached"
"0F961F:Skyrim.esm","LootSmallTreasure10","False","unreached"
"10F91D:Skyrim.esm","LItemBoneMeal25","False","unreached"
"10D9CB:Skyrim.esm","LItemFoodMeatBeef","False","container-only"
"1031A0:Skyrim.esm","LItemEnchWeaponBattleAxeSpecial","True","container-only"
"101072:Skyrim.esm","LItemEnchJewelryAll","False","both"
"000F03:Skyrim.esm","SublistArmorCuirassDragonscale05","False","both"
"070C1B:Skyrim.esm","LootDwarvenSoulGems100","False","container-only"
"0CB3C4:Skyrim.esm","LItemEnchGlassWeaponStamina","False","unreached"
"10FF79:Skyrim.esm","DeathItemElkFemale","False","unreached"
"018EF5:Dawnguard.esm","DLC1RadiantReward","False","unreached"
"02BAAC:Dragonborn.esm","DLC2SublistEnchArmorStalhrimShield04","False","container-only"
"10FAD6:Skyrim.esm","LootVampireJewelry15","False","actor-only"
"08B642:Skyrim.esm","SublistEnchDaedricSwordSoulTrap","True","both"
"02B0C2:Dragonborn.esm","DLC2SublistEnchNordicDaggerSoulTrap","True","container-only"
"00F1AB:Dawnguard.esm","DLC1LItemAmmoSteelBoltExplodingFireGated","False","container-only"
"02C453:Dragonborn.esm","DLC2LootDwarvenEnchArmor100","False","container-only"
"037C15:Skyrim.esm","BaseArrowOrcish75","False","both"
"03AD7B:Skyrim.esm","DeathItemCow","False","unreached"
"0FF211:Skyrim.esm","TGCacheLockpicks","False","container-only"
"0A273A:Skyrim.esm","LItemSpellTomes100Conjuration","False","unreached"
"08A0F9:Skyrim.esm","SublistEnchEbonyGreatswordFear","True","both"
"01421E:Dawnguard.esm","LItemDawnguardWarAxe","False","unreached"
"000F25:Skyrim.esm","SublistEnchWeaponWarAxeDaedricBest05","False","unreached"
"08991E:Skyrim.esm","SublistEnchIronGreatswordStamina","True","both"
"014751:Dawnguard.esm","DLC1LootFrostGiantHides50","False","unreached"
"100E69:Skyrim.esm","LItemEnchRingBlock","True","both"
"094069:Skyrim.esm","SublistEnchOrcishDaggerMagicka","True","both"
"02B9C4:Dragonborn.esm","DLC2SublistEnchStalhrimSwordAbsorbMagicka","True","container-only"
"0CD656:Skyrim.esm","OutfitListSoldierImperialOfficerTullius","False","unreached"
"01AAE5:Dragonborn.esm","DLC2LItemPotionRestoreAllBest","True","container-only"
"10A286:Skyrim.esm","LootDwarvenArmor25","False","container-only"
